分類,施設名,所在地,緯度,経度,電話番号,FAX番号,駐車可能台数,トイレ,多目的トイレ,授乳室,AED,一次避難所,URL,主な業務・施設概要,,,,,,,,,,,,
小学校,富雄北小学校,奈良県奈良市富雄北1-13-6,34.696963,135.732603,0742-45-7071,0742-45-7072,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele02/index.cfm/10,html",―,,,,,,,,,,,,
小学校,田原小学校,奈良県奈良市横田町199-1,34.659395,135.911329,0742-81-0021,0742-81-0342,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele02/index.cfm/11,html",―,,,,,,,,,,,,
小学校,柳生小学校,奈良県奈良市柳生下町138,34.737976,135.95098,0742-94-0223,0742-94-0907,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele02/index.cfm/12,html",―,,,,,,,,,,,,
小学校,興東小学校,奈良県奈良市須川町1424,34.717387,135.911858,0742-95-0202,0742-95-0844,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele02/index.cfm/13,html",―,,,,,,,,,,,,
小学校,あやめ池小学校,奈良県奈良市あやめ池南9-939-39,34.692807,135.757954,0742-45-7461,0742-45-7462,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele02/index.cfm/14,html",―,,,,,,,,,,,,
小学校,鶴舞小学校,奈良県奈良市鶴舞東町2-1,34.706769,135.75301,0742-45-7321,0742-48-4575,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele02/index.cfm/15,html",―,,,,,,,,,,,,
小学校,鳥見小学校,奈良県奈良市鳥見町3-11-2,34.694811,135.724618,0742-43-4723,0742-45-4821,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele02/index.cfm/16,html",―,,,,,,,,,,,,
小学校,登美ヶ丘小学校,奈良県奈良市西登美ケ丘4-21-1,34.720265,135.738919,0742-44-2661,0742-45-7853,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele02/index.cfm/17,html",―,,,,,,,,,,,,
小学校,六条小学校,奈良県奈良市六条2-14-1,34.670992,135.771401,0742-44-2606,0742-43-4570,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele03/index.cfm/6,html",―,,,,,,,,,,,,
小学校,青和小学校,奈良県奈良市百楽園4-1-1,34.70033,135.742919,0742-44-2668,0742-49-0184,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele03/index.cfm/7,html",―,,,,,,,,,,,,
小学校,右京小学校,奈良県奈良市右京4-11-1,34.721661,135.786407,0742-71-5524,0742-71-1014,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele03/index.cfm/8,html",―,,,,,,,,,,,,
小学校,東登美ヶ丘小学校,奈良県奈良市東登美ケ丘4-21-33,34.720649,135.756031,0742-43-3850,0742-47-2565,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele03/index.cfm/9,html",―,,,,,,,,,,,,
小学校,二名小学校,奈良県奈良市二名1-3716-1,34.708146,135.737131,0742-43-3810,0742-43-8466,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele03/index.cfm/10,html",―,,,,,,,,,,,,
小学校,西大寺北小学校,奈良県奈良市西大寺赤田町1-6-1,34.699182,135.773497,0742-43-7433,0742-43-4518,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele03/index.cfm/11,html",―,,,,,,,,,,,,
小学校,富雄第三小学校,奈良県奈良市帝塚山南2-11-1,34.67582,135.732467,0742-43-9568,0742-45-9407,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele03/index.cfm/12,html",―,,,,,,,,,,,,
小学校,平城西小学校,奈良県奈良市東登美ケ丘3-1093-1,34.714053,135.763931,0742-47-0506,0742-47-0237,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele03/index.cfm/13,html",―,,,,,,,,,,,,
小学校,大安寺西小学校,奈良県奈良市大安寺西1-342,34.674222,135.805675,0742-33-6163,0742-34-9057,―,○,―,―,―,○,"http://www.naracity.ed.jp/ele03/index.cfm/14,html",―,,,,,,,,,,,,
小学校,三碓小学校,奈良県奈良市西千代ケ丘1-20-9,34.683249,135.741626,0742-47-1546,0742-47-3079,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele03/index.cfm/15,html",―,,,,,,,,,,,,
小学校,神功小学校,奈良県奈良市神功2-2,34.720039,135.778312,0742-71-5218,0742-71-7618,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele03/index.cfm/16,html",―,,,,,,,,,,,,
小学校,朱雀小学校,奈良県奈良市朱雀6-10-1,34.716191,135.797991,0742-71-5220,0742-71-7583,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele03/index.cfm/17,html",―,,,,,,,,,,,,
小学校,済美南小学校,奈良県奈良市南京終町676,34.664134,135.821552,0742-62-7872,0742-62-9112,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele04/index.cfm/6,html",―,,,,,,,,,,,,
小学校,鼓阪北小学校,奈良県奈良市青山9-3-1,34.708791,135.837394,0742-22-5878,0742-27-7530,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele04/index.cfm/7,html",―,,,,,,,,,,,,
小学校,伏見南小学校,奈良県奈良市宝来5-2-1,34.680739,135.770056,0742-49-0180,0742-49-0486,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele04/index.cfm/8,html",―,,,,,,,,,,,,
小学校,佐保台小学校,奈良県奈良市佐保台3-902-341,34.710055,135.816591,0742-71-0460,0742-71-0418,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele04/index.cfm/9,html",―,,,,,,,,,,,,
小学校,佐保川小学校,奈良県奈良市法蓮町229-1,34.688718,135.815574,0742-35-5856,0742-35-5857,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele04/index.cfm/16,html",―,,,,,,,,,,,,
小学校,左京小学校,奈良県奈良市左京3-1-1,34.713974,135.805941,0742-72-0582,0742-72-0583,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele04/index.cfm/10,html",―,,,,,,,,,,,,
小学校,月ヶ瀬小学校,奈良県奈良市月ヶ瀬尾山2350-1,34.710037,136.043391,0743-92-0014,0743-92-0015,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele04/index.cfm/11,html",―,,,,,,,,,,,,
小学校,都祁小学校,奈良県奈良市都祁白石町974,34.604904,135.958867,0743-82-0053,0743-82-2524,―,○,―,―,○,○,"http://www.naracity.ed.jp/ele04/index.cfm/13,html",―,,,,,,,,,,,,
公民館,中部公民館,奈良県奈良市上三条町23-4,34.682281,135.825831,0742-26-6506,0742-26-3263,16,○,○,―,○,○,http://manabunara.jp/contents_detail.php?frmId=2,中部公民館は、奈良市のちょうど中心部に位置し、近鉄奈良駅から歩いて5分の所にある公民館です。日頃多くの自主グループの方々が活動されている他、中部公民館主催の楽しい講座がたくさんありますので、気軽にお立ち寄りください。,,,,,,,,,,,,
公民館,西部公民館,奈良県奈良市学園南3-1-5西部会館4～6F,34.696719,135.75023,0742-44-0101,0742-44-0103,77,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=4&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,西部公民館は昭和46年に開館し、現在は、近鉄学園前駅の南側に移転しています。中部公民館と同様に大規模館で、新館はオープンしてまだ日も浅く、綺麗な建物です。ぜひ一度、お立ち寄りください。,,,,,,,,,,,,
公民館,南部公民館,奈良県奈良市山町27-1,34.643747,135.828719,0742-62-5931,0742-62-5931,9,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=5&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,南部公民館は、都南中学校区にある最も歴史ある地区館です。誰でもいつでも、自由に気軽に、さまざまな学習活動ができる、身近な公民館をめざしています。ぜひ一度、お立ち寄りください。,,,,,,,,,,,,
公民館,三笠公民館,奈良県奈良市大宮町4-313-3,34.682917,135.808682,0742-33-0515,0742-33-0515,11,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=6&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,三笠公民館は、昭和47年に開館しました。交通の便の良さもあって、さまざまなグループや地域の自治会などが使用され、現在では約150グループがあります。ここからあなたの生涯学習をはじめませんか？,,,,,,,,,,,,
公民館,田原公民館,奈良県奈良市茗荷町1078-1,34.657079,135.907704,0742-81-0888,0742-81-0001,26,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=7&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,田原公民館は、奈良市東部山間に位置し、御陵や遺跡が数多く残る歴史の薫り高き田原地区に設立されております。山里にふさわしい、地域に根ざした特色ある講座の展開をモットーにしております。森林浴にお越しください。,,,,,,,,,,,,
公民館,富雄公民館,奈良県奈良市鳥見町2-9,34.689225,135.72684,0742-43-5386,0742-43-5386,17,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=8&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,富雄公民館は、児童公園の豊かな緑を背景に佇んでいます。笑顔と活気がもっともっとあふれる公民館をめざして、これからもみなさんの学びをお手伝いしていきます。気軽に立ち寄ってみてください。,,,,,,,,,,,,
公民館,柳生公民館,奈良県奈良市柳生町340,34.728165,135.952935,0742-94-0504,0742-94-0504,30,○,―,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=9&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,柳生公民館は、奈良市東部に位置し、剣豪の里として名高く、柳生陣屋跡をはじめ家老屋敷、ほうそう地蔵、一刀石など柳生一族ゆかりの史跡が多く存在します。,,,,,,,,,,,,
公民館,若草公民館,奈良県奈良市川上町575,34.692539,135.83242,0742-26-0130,0742-26-0130,5,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=10&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,若草公民館は奈良市の旧市街北東部に位置し、奈良公園の一部と東大寺のほぼ全域を含む若草中学校区にあり、奈良市立公民館のなかでは唯一の木造建築です。町並みにとけ込んだ白壁に瓦葺きの美しい若草公民館にぜひ一度お越しください。,,,,,,,,,,,,
公民館,登美ヶ丘公民館,奈良県奈良市中登美ヶ丘3-4162-81,34.719763,135.748611,0742-43-7431,0742-43-7431,21,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=11&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,登美ヶ丘公民館は周辺一帯に中登美団地が広がり、利用者の多くが団地住民という特色を持っています。みなさんにとって身近な存在であるように、地域とともにある公民館づくりをめざします。,,,,,,,,,,,,
公民館,興東公民館,奈良県奈良市大柳生町3633,34.707304,135.928895,0742-93-0400,0742-93-0400,5,○,―,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=12&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,興東公民館は、奈良市の北東部に位置し、須川ダムの桜・大柳生の太鼓踊り・円成寺の紅葉と雪景色・・・と四季折々の美しい自然に囲まれたところにあります。「興東」の名は、奈良市の東部を興すという願いのもとに名付けられたものです。旧市街地より車でたった20分。自然豊かな公民館へぜひお越しください。,,,,,,,,,,,,
公民館,春日公民館,奈良県奈良市南京終町1-86-1,34.671917,135.822508,0742-62-2253,0742-62-2253,5,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=13&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,春日公民館は観光客でにぎわうならまちの南西部一帯に広がる春日中学校区内に位置し、昭和51年12月、奈良市で11番目に誕生した公民館です。健康や歴史、生活に潤いを与える講座を数多く企画しております。また多様な自主グループもありますので、ぜひご参加ください。,,,,,,,,,,,,
公民館,二名公民館,奈良県奈良市学園赤松町3684,34.705221,135.73814,0742-46-9113,0742-46-9113,8,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=14&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,二名公民館は、昭和53年5月に奈良市で12番目の公民館として開館しました。奈良市の北西に位置し、若葉、紅葉と四季折々に変化する自然に囲まれ、近くには二名中学校、二名小学校、二名幼稚園があり、生涯学習の拠点となっています。,,,,,,,,,,,,
公民館,京西公民館,奈良県奈良市六条西1-3-43-2,34.671972,135.770973,0742-44-2669,0742-44-2669,6,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=15&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,京西公民館は、西の京丘陵上の赤膚山の近くにあり、住宅地に囲まれ、早くから自主グループが活発に活動しています。これからも、他の館に劣らず活発な公民館へと意欲満々です。,,,,,,,,,,,,
公民館,平城西公民館,奈良県奈良市神功4-25,34.720617,135.777428,0742-71-5711,0742-71-5711,10,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=16&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,平城西公民館は、平城ニュータウン開発の初期に開館し、ニュータウンとともに成長してきました。行けばいつでも誰かに会える、そんな地域の交流スポットをめざしています。,,,,,,,,,,,,
公民館,伏見公民館,奈良県奈良市青野町2-13-4,34.68948,135.774168,0742-45-9864,0742-45-9864,10,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=17&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,旧伏見町のほぼまんなかに、伏見公民館はあります。乳幼児のお母さんから高齢者まで、多くの方に利用してもらっています。ぜひおたちよりください。,,,,,,,,,,,,
公民館,富雄南公民館,奈良県奈良市中町501-3,34.678572,135.750493,0742-48-3066,0742-48-3066,10,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=18&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,富雄南公民館は、奈良市西部に位置し、学園前駅の南側、バラ園で有名な霊山寺の東側にあります。近くにお越しの際は、お気軽にご来館ください。,,,,,,,,,,,,
公民館,平城公民館,奈良県奈良市秋篠町1468,34.706211,135.777631,0742-48-3578,0742-48-3578,15,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=19&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,秋篠寺より徒歩10分のところに平城公民館はあります。いつも子どもたちの笑顔が輝く公民館として、子どもたちの居場所づくりを行っています。子どもたちだけでなく大人の方たちの笑顔もたくさんあります。そんな当館へぜひ一度来てみてください！,,,,,,,,,,,,
公民館,飛鳥公民館,奈良県奈良市紀寺町984,34.675789,135.835342,0742-23-2804,0742-23-2804,4,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=20&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,飛鳥公民館は、奈良公園、ならまちの一角に位置し、元興寺の寺名が飛鳥寺と呼ばれるところからこの名がつけられました。出会い・ふれあい・学びあい・助けあいを基本に、多種多様な学習をしており、自由に気軽に参加ができる公民館です。,,,,,,,,,,,,
公民館,都跡公民館,奈良県奈良市五条町204-1,34.675093,135.789164,0742-34-5954,0742-34-5954,15,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=21&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,都跡公民館は、唐招提寺や薬師寺・平城宮跡などの遺産に囲まれた地区にある公民館です。歴史的風土の町並みに溶け込んだ瓦葺の大和の民家風建物が、当館の自慢です。地域の生涯学習の拠点として、地域のみなさんとともに歩んでいく公民館をモットーに活動を行っています。,,,,,,,,,,,,
公民館,登美ヶ丘南公民館,奈良県奈良市中山町西2-921-1,34.713117,135.75464,0742-47-6375,0742-47-6375,16,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=22&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,登美ヶ丘南公民館は近鉄学園前駅の北部に位置し、ならやま大通りの南、閑静な住宅地の一角にあります。平成元年に設立され、生涯学習の拠点として、地域の人に愛される公民館をめざしています。ぜひ一度お立ち寄りください。,,,,,,,,,,,,
公民館,平城東公民館,奈良県奈良市朱雀6-9-1,34.71601,135.797266,0742-71-9677,0742-71-9677,20,○,○,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=23&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,平城東公民館は、奈良市北部、平城ニュータウンの中にあります。関西学術研究都市の開発が進むなか、新しいまちの公民館として平成2年に開館しました。一番若い公民館です。,,,,,,,,,,,,
公民館,月ヶ瀬公民館,奈良県奈良市月ヶ瀬尾山2815,34.710293,136.044343,0743-92-0346,0743-92-0346,100,○,○,―,―,○,http://manabunara.jp/soshiki_view.php?so_cd1=24&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,自然豊かな環境の中にある月ヶ瀬公民館。さまざまな講座の開催やサークル活動の場となっています。これからも、地域の人たちの学びと触れ合いを提供できる公民館でありたいと思います。,,,,,,,,,,,,
公民館,都祁公民館,奈良県奈良市針町2191,34.612652,135.955842,0743-82-1362,0743-82-1362,23,○,―,―,○,○,http://manabunara.jp/soshiki_view.php?so_cd1=25&so_cd2=0&so_cd3=0&so_cd4=0&so_cd5=0,都祁は、豊かな自然のなかに歴史のロマンが息づく地域です。爽やかな風吹く高原の里「都祁」へ、みなさま、ぜひ一度お立ち寄りください。,,,,,,,,,,,,
公民館,西部公民館学園大和分館,奈良県奈良市学園大和町1-187,34.687834,135.747355,0742-49-5402,―,5,○,○,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,南部公民館精華分館,奈良県奈良市高樋町640-1,34.633288,135.853798,0742-64-3818,―,30,○,○,―,―,○,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,南部公民館東九条分館,奈良県奈良市東九条町318,34.657732,135.812744,―,―,0,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,南部公民館明治分館,奈良県奈良市北永井町508-2,34.655884,135.826506,0742-62-6728,―,5,○,○,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,三笠公民館大安寺西分館,奈良県奈良市四条大路南町1-22,34.677059,135.80655,―,―,8,○,○,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,田原公民館横田分館,奈良県奈良市横田町336-1,34.658256,135.910348,―,―,5,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,田原公民館水間分館,奈良県奈良市水間町989-1,34.672571,135.945959,0742-81-0778,―,7,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,田原公民館杣ノ川分館,奈良県奈良市杣ノ川町698,34.648622,135.944927,―,―,10,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,富雄公民館元町分館,奈良県奈良市富雄北2-2-8,34.694908,135.736454,0742-46-1431,―,4,○,○,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,柳生公民館興ヶ原分館,奈良県奈良市興ヶ原町349-1,34.735511,135.96781,―,―,0,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,柳生公民館邑地分館,奈良県奈良市邑地町451-4,34.716301,135.979146,0742-94-0126,―,20,○,―,―,―,○,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,柳生公民館丹生分館,奈良県奈良市丹生町847,34.697431,135.965852,―,―,10,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,柳生公民館北野山分館,奈良県奈良市北野山町724,34.693438,135.973635,―,―,3,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,若草公民館佐保分館,奈良県奈良市法蓮町291-3,34.690209,135.819917,―,―,20,○,○,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,興東公民館東里分館,奈良県奈良市須川町776,34.716249,135.910292,0742-95-0900,―,25,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,興東公民館狭川分館,奈良県奈良市下狭川町3109-2,34.735,135.912995,0742-95-0004,―,5,○,―,―,―,○,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,興東公民館大平尾分館,奈良県奈良市大平尾町471,34.682948,135.926531,0742-93-0443,―,7,○,―,―,―,○,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,春日公民館西木辻分館,奈良県奈良市西木辻町200-67,34.674356,135.825548,―,―,0,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,春日公民館大安寺分館,奈良県奈良市大安寺4-4-34,34.670954,135.812379,0742-61-6527,―,8,○,○,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,春日公民館済美南分館,奈良県奈良市南京終町7-554-3,34.665572,135.826242,―,―,8,○,○,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,二名公民館二名分館,奈良県奈良市二名1-2400-4,37.705139,135.733934,―,―,15,○,○,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,二名公民館西登美ヶ丘分館,奈良県奈良市西登美ヶ丘5-3-9,34.713212,135.738166,―,―,10,○,○,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,京西公民館平松分館,奈良県奈良市平松1-24-1,34.679309,135.776737,―,―,8,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,伏見公民館あやめ池分館,奈良県奈良市あやめ池南1-7-62,34.696341,135.759974,0742-45-4743,―,7,○,○,―,○,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,平城公民館歌姫分館,奈良県奈良市歌姫町1094,34.703758,135.79565,―,―,4,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,飛鳥公民館白毫寺分館,奈良県奈良市白毫寺町58-2,34.671041,135.846882,―,―,16,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
公民館,都跡公民館佐紀分館,奈良県奈良市佐紀町3089,34.698612,135.7935,―,―,8,○,―,―,―,―,―,公民館分館は、だれでも、いつでも、さまざまな学習活動をするため、自由に、気軽に使用できる社会教育施設です。地域の連帯を深めながら人間的成長を図り、社会教育団体や学習グループにその活動の場を提供します。,,,,,,,,,,,,
文化・生涯学習施設(公民館以外),生涯学習センター,奈良県奈良市杉ヶ町23,34.677427,135.821103,0742-26-8811,0742-26-8813,27,○,○,―,○,○,http://manabunara.jp/contents_detail.php?frmId=1,ボランティアの養成や生涯学習に関わる人々の交流等各種事業を開催すると同時に、生涯学習の拠点として、学習情報の収集や情報提供システムの普及、ギャラリーなどの施設提供を通じて、皆様のニーズに対応する施設をめざしています。 ,,,,,,,,,,,,
スポーツ・レクリエーション施設,青少年野外活動センター,奈良県奈良市阪原町25-1,34.713152,135.936577,0742-93-0029,0742-93-0029,80,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147755818249/index.html,青少年が自然と親しみ、自然観察、野外活動、研修など自由に自主的に活動するための施設です。青少年(3歳～25歳)を中心とした団体であれば、家族、地域グループなど幅広く利用できます。ただし、引率・指導者が必要です。活動内容は各グループで自由に計画してください。ただし、全てが自主活動で食事も自炊です。,,,,,,,,,,,,
スポーツ・レクリエーション施設,黒髪山キャンプフィールド,奈良県奈良市奈良阪町1731,34.700826,135.813852,0742-71-8730,―,32,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147775897779/index.html,自然環境の中での野外活動、レクリエーション等を通じて青少年の心身の健全な育成を図るためのキャンプ場です。青少年(3歳～25歳)を中心とした団体であれば、家族、地域グループなど幅広く利用できます。ただし、テント等は全て持ち込みで食事も自炊です。,,,,,,,,,,,,
文化・生涯学習施設(公民館以外),史料保存館,奈良県奈良市脇戸町1-1,34.677756,135.829202,0742-27-0169,―,0,○,○,―,―,―,http://www.city.nara.lg.jp/www/contents/1428987559569/index.html,奈良市に残る古文書や歴史資料の収集、調査、保管、展示などを行っています。,,,,,,,,,,,,
